date,country,country_name,region,location,transit,workplace,residential,retail_recr,grocery_pharm,parks
2020-05-21,US,United States,Georgia,Greene County,NA,NA,NA,NA,0.02,NA
2020-05-21,US,United States,Georgia,Habersham County,NA,NA,NA,-0.07,0.02,NA
2020-05-21,US,United States,Georgia,Hancock County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Harris County,NA,NA,NA,NA,NA,-0.5
2020-05-21,US,United States,Georgia,Heard County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Houston County,NA,NA,NA,-0.07,-0.04,-0.04
2020-05-21,US,United States,Georgia,Jackson County,NA,NA,NA,0.14,0.06,NA
2020-05-21,US,United States,Georgia,Jeff Davis County,NA,-0.2,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Jenkins County,NA,-0.23,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Jones County,NA,-0.32,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Lanier County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Lee County,NA,NA,NA,-0.04,NA,NA
2020-05-21,US,United States,Georgia,Lincoln County,NA,-0.18,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Lowndes County,NA,NA,NA,-0.05,0.06,-0.07
2020-05-21,US,United States,Georgia,Macon County,NA,-0.18,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Marion County,NA,-0.27,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,McIntosh County,NA,-0.19,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Miller County,NA,-0.21,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Monroe County,NA,NA,NA,-0.1,NA,-0.48
2020-05-21,US,United States,Georgia,Morgan County,NA,NA,NA,0.07,NA,NA
2020-05-21,US,United States,Georgia,Muscogee County,NA,NA,NA,-0.06,0.07,0.25
2020-05-21,US,United States,Georgia,Oconee County,NA,NA,NA,-0.02,-0.12,NA
2020-05-21,US,United States,Georgia,Paulding County,NA,NA,NA,0.02,-0.01,0.56
2020-05-21,US,United States,Georgia,Pickens County,NA,NA,NA,0.05,0.22,NA
2020-05-21,US,United States,Georgia,Pike County,NA,-0.26,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Pulaski County,NA,NA,NA,NA,0.09,NA
2020-05-21,US,United States,Georgia,Rabun County,NA,NA,NA,0.2,0.17,-0.35
2020-05-21,US,United States,Georgia,Richmond County,NA,NA,NA,-0.11,0.08,0.14
2020-05-21,US,United States,Georgia,Schley County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Seminole County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Stephens County,NA,NA,NA,-0.01,0.12,NA
2020-05-21,US,United States,Georgia,Talbot County,NA,NA,NA,NA,NA,0.2
2020-05-21,US,United States,Georgia,Taylor County,NA,-0.16,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Terrell County,NA,-0.25,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Tift County,NA,NA,NA,-0.03,0.08,NA
2020-05-21,US,United States,Georgia,Towns County,NA,-0.23,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Troup County,NA,NA,NA,0.03,0.14,NA
2020-05-21,US,United States,Georgia,Twiggs County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Upson County,NA,NA,NA,0.01,0.05,NA
2020-05-21,US,United States,Georgia,Walton County,NA,NA,NA,0.02,0.11,NA
2020-05-21,US,United States,Georgia,Warren County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Georgia,Wayne County,NA,NA,NA,-0.08,0.04,NA
2020-05-21,US,United States,Georgia,Whitfield County,NA,NA,NA,-0.08,0.11,-0.21
2020-05-21,US,United States,Georgia,Wilkes County,NA,NA,NA,NA,0.02,NA
2020-05-21,US,United States,Georgia,Worth County,NA,-0.29,NA,NA,NA,NA
2020-05-21,US,United States,Hawaii,Hawaii County,NA,NA,NA,-0.44,-0.25,-0.52
2020-05-21,US,United States,Hawaii,Kauai County,NA,NA,NA,-0.58,-0.4,-0.72
2020-05-21,US,United States,Idaho,Ada County,NA,NA,NA,-0.13,0.04,0.82
2020-05-21,US,United States,Idaho,Bear Lake County,NA,-0.26,NA,NA,NA,NA
2020-05-21,US,United States,Idaho,Bingham County,NA,NA,NA,0.04,0.18,NA
2020-05-21,US,United States,Idaho,Boise County,NA,-0.34,NA,NA,NA,NA
2020-05-21,US,United States,Idaho,Bonneville County,NA,NA,NA,0.05,0.21,0.85
2020-05-21,US,United States,Idaho,Canyon County,NA,NA,NA,0.02,0.11,0.51
2020-05-21,US,United States,Idaho,Cassia County,NA,NA,NA,0.22,NA,NA
2020-05-21,US,United States,Idaho,Elmore County,NA,NA,NA,0,NA,NA
2020-05-21,US,United States,Idaho,Fremont County,NA,NA,NA,NA,NA,-0.38
2020-05-21,US,United States,Idaho,Gooding County,NA,-0.2,NA,NA,NA,NA
2020-05-21,US,United States,Idaho,Jefferson County,NA,NA,NA,NA,-0.06,-0.62
2020-05-21,US,United States,Idaho,Kootenai County,NA,NA,NA,0.08,0.17,1.79
2020-05-21,US,United States,Idaho,Lemhi County,NA,-0.18,NA,NA,NA,NA
2020-05-21,US,United States,Idaho,Madison County,NA,NA,NA,-0.19,0.15,NA
2020-05-21,US,United States,Idaho,Nez Perce County,NA,NA,NA,0.03,0.09,NA
2020-05-21,US,United States,Idaho,Owyhee County,NA,-0.27,NA,NA,NA,NA
2020-05-21,US,United States,Idaho,Power County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Idaho,Teton County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Idaho,Valley County,NA,NA,NA,NA,NA,0.61
2020-05-21,US,United States,Illinois,Adams County,NA,NA,NA,-0.22,0.03,NA
2020-05-21,US,United States,Illinois,Bond County,-0.02,-0.33,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Bureau County,NA,NA,NA,-0.22,NA,NA
2020-05-21,US,United States,Illinois,Cass County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Christian County,NA,NA,NA,-0.12,0.08,NA
2020-05-21,US,United States,Illinois,Clay County,NA,-0.32,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Coles County,NA,NA,NA,-0.15,0.05,NA
2020-05-21,US,United States,Illinois,Crawford County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,De Witt County,NA,NA,NA,NA,-0.1,NA
2020-05-21,US,United States,Illinois,Douglas County,NA,NA,NA,-0.14,NA,NA
2020-05-21,US,United States,Illinois,Edgar County,NA,-0.3,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Effingham County,NA,NA,NA,-0.16,0.18,NA
2020-05-21,US,United States,Illinois,Ford County,NA,-0.32,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Fulton County,NA,NA,NA,-0.11,0.01,NA
2020-05-21,US,United States,Illinois,Greene County,NA,-0.2,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Hamilton County,NA,-0.32,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Henderson County,NA,-0.23,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Iroquois County,-0.03,-0.23,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Jasper County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Jersey County,NA,NA,NA,-0.17,NA,NA
2020-05-21,US,United States,Illinois,Johnson County,NA,NA,NA,NA,NA,-0.62
2020-05-21,US,United States,Illinois,Kankakee County,NA,NA,NA,-0.18,0.04,NA
2020-05-21,US,United States,Illinois,Knox County,NA,NA,NA,-0.16,0.02,NA
2020-05-21,US,United States,Illinois,Lake County,NA,NA,NA,-0.3,0.01,0.71
2020-05-21,US,United States,Illinois,Lee County,NA,NA,NA,-0.21,0.26,NA
2020-05-21,US,United States,Illinois,Logan County,NA,NA,NA,-0.18,0.18,-0.31
2020-05-21,US,United States,Illinois,Macoupin County,NA,NA,NA,-0.28,-0.05,NA
2020-05-21,US,United States,Illinois,Marion County,NA,NA,NA,-0.22,0.07,NA
2020-05-21,US,United States,Illinois,Mason County,NA,-0.31,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,McDonough County,NA,NA,NA,-0.26,-0.19,NA
2020-05-21,US,United States,Illinois,McLean County,NA,NA,NA,-0.31,-0.01,0.35
2020-05-21,US,United States,Illinois,Mercer County,NA,-0.3,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Montgomery County,NA,NA,NA,-0.14,0.22,NA
2020-05-21,US,United States,Illinois,Moultrie County,NA,-0.26,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Peoria County,NA,NA,NA,-0.27,0.09,0.49
2020-05-21,US,United States,Illinois,Piatt County,NA,-0.36,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Pulaski County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Randolph County,NA,NA,NA,-0.1,NA,NA
2020-05-21,US,United States,Illinois,Rock Island County,NA,NA,NA,-0.36,0.09,-0.16
2020-05-21,US,United States,Illinois,Sangamon County,NA,NA,NA,-0.27,0.08,0.54
2020-05-21,US,United States,Illinois,Scott County,NA,-0.45,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,St. Clair County,NA,NA,NA,-0.22,0.06,0.62
2020-05-21,US,United States,Illinois,Stephenson County,NA,NA,NA,-0.24,0,NA
2020-05-21,US,United States,Illinois,Union County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Wabash County,NA,-0.19,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Washington County,NA,-0.34,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,White County,NA,-0.24,NA,NA,NA,NA
2020-05-21,US,United States,Illinois,Will County,NA,NA,NA,-0.24,0.05,0.68
2020-05-21,US,United States,Illinois,Winnebago County,NA,NA,NA,-0.22,0.03,1.38
2020-05-21,US,United States,Indiana,Adams County,NA,NA,NA,0,0.03,NA
2020-05-21,US,United States,Indiana,Bartholomew County,NA,NA,NA,-0.08,0.06,0.15
2020-05-21,US,United States,Indiana,Blackford County,NA,-0.3,NA,NA,NA,NA
2020-05-21,US,United States,Indiana,Brown County,NA,-0.3,NA,NA,NA,NA
2020-05-21,US,United States,Indiana,Cass County,NA,NA,NA,-0.18,0.08,NA
2020-05-21,US,United States,Indiana,Clay County,NA,NA,NA,0.01,0.21,NA
2020-05-21,US,United States,Indiana,Crawford County,-0.11,-0.21,NA,NA,NA,NA
2020-05-21,US,United States,Indiana,DeKalb County,NA,NA,NA,-0.05,0.07,NA
2020-05-21,US,United States,Indiana,Decatur County,NA,NA,NA,-0.14,0.14,NA
2020-05-21,US,United States,Indiana,Dubois County,NA,NA,NA,-0.12,0.03,NA
2020-05-21,US,United States,Indiana,Fayette County,NA,NA,NA,0.15,0.12,NA
2020-05-21,US,United States,Indiana,Fountain County,NA,NA,NA,NA,0.07,NA
2020-05-21,US,United States,Indiana,Fulton County,NA,NA,NA,0.15,NA,NA
2020-05-21,US,United States,Indiana,Grant County,NA,NA,NA,-0.01,0.11,NA
2020-05-21,US,United States,Indiana,Hamilton County,NA,NA,NA,-0.15,0,0.71
2020-05-21,US,United States,Indiana,Harrison County,NA,NA,NA,-0.06,0.16,NA
2020-05-21,US,United States,Indiana,Henry County,NA,NA,NA,-0.02,0.04,NA
2020-05-21,US,United States,Indiana,Huntington County,NA,NA,NA,-0.02,0.09,NA
2020-05-21,US,United States,Indiana,Jasper County,NA,NA,NA,0.04,0.11,NA
2020-05-21,US,United States,Indiana,Jefferson County,NA,NA,NA,-0.06,0.09,NA
2020-05-21,US,United States,Indiana,Johnson County,NA,NA,NA,-0.02,0.16,0.27
2020-05-21,US,United States,Indiana,Kosciusko County,NA,NA,NA,0.08,0.1,NA
2020-05-21,US,United States,Indiana,LaPorte County,NA,NA,NA,0.08,0.13,0.44
2020-05-21,US,United States,Indiana,Lawrence County,NA,NA,NA,-0.04,0.07,NA
2020-05-21,US,United States,Indiana,Marion County,NA,NA,NA,-0.24,-0.02,0.02
2020-05-21,US,United States,Indiana,Martin County,NA,-0.27,NA,NA,NA,NA
2020-05-21,US,United States,Indiana,Monroe County,NA,NA,NA,-0.29,-0.08,0.48
2020-05-21,US,United States,Indiana,Morgan County,NA,NA,NA,0.02,0.09,NA
2020-05-21,US,United States,Indiana,Noble County,NA,NA,NA,0.04,0.12,NA
2020-05-21,US,United States,Indiana,Orange County,NA,NA,NA,-0.23,NA,-0.53
2020-05-21,US,United States,Indiana,Parke County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Indiana,Pike County,NA,-0.18,NA,NA,NA,NA
2020-05-21,US,United States,Indiana,Posey County,NA,-0.23,NA,NA,NA,NA
2020-05-21,US,United States,Indiana,Putnam County,NA,NA,NA,-0.06,-0.06,NA
2020-05-21,US,United States,Indiana,Ripley County,NA,NA,NA,-0.12,0.11,NA
2020-05-21,US,United States,Indiana,Scott County,NA,NA,NA,0.03,0.05,NA
2020-05-21,US,United States,Indiana,Spencer County,NA,-0.21,NA,NA,NA,NA
2020-05-21,US,United States,Indiana,Starke County,NA,NA,NA,NA,0.22,NA
2020-05-21,US,United States,Indiana,Sullivan County,NA,-0.24,NA,NA,NA,NA
2020-05-21,US,United States,Indiana,Tippecanoe County,NA,NA,NA,-0.19,0.02,0.4
2020-05-21,US,United States,Indiana,Union County,NA,-0.23,NA,NA,NA,NA
2020-05-21,US,United States,Indiana,Vermillion County,0.11,-0.25,NA,NA,NA,NA
2020-05-21,US,United States,Indiana,Wabash County,NA,NA,NA,-0.06,0.02,NA
2020-05-21,US,United States,Indiana,Warrick County,NA,NA,NA,0.01,0.14,NA
2020-05-21,US,United States,Indiana,Wayne County,NA,NA,NA,-0.02,0.03,NA
2020-05-21,US,United States,Indiana,White County,NA,NA,NA,0.09,NA,NA
2020-05-21,US,United States,Iowa,Adair County,NA,-0.3,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Appanoose County,NA,-0.19,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Benton County,NA,-0.3,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Boone County,NA,NA,NA,-0.1,NA,NA
2020-05-21,US,United States,Iowa,Buchanan County,NA,-0.24,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Butler County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Carroll County,NA,NA,NA,-0.08,NA,NA
2020-05-21,US,United States,Iowa,Cedar County,-0.01,-0.3,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Cherokee County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Clarke County,-0.04,-0.33,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Clayton County,NA,-0.18,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Crawford County,NA,-0.3,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Davis County,NA,-0.25,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Delaware County,NA,-0.18,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Dickinson County,NA,NA,NA,0.42,NA,0.44
2020-05-21,US,United States,Iowa,Emmet County,NA,-0.25,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Floyd County,0.11,-0.27,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Fremont County,0.3,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Grundy County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Hamilton County,0.15,-0.18,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Hardin County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Henry County,NA,NA,NA,-0.1,NA,NA
2020-05-21,US,United States,Iowa,Humboldt County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Iowa County,NA,-0.27,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Jasper County,NA,NA,NA,-0.18,0.31,NA
2020-05-21,US,United States,Iowa,Johnson County,NA,NA,NA,-0.26,-0.12,0.22
2020-05-21,US,United States,Iowa,Keokuk County,NA,-0.27,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Lee County,NA,NA,NA,-0.03,0.15,NA
2020-05-21,US,United States,Iowa,Louisa County,NA,-0.19,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Lyon County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Mahaska County,NA,NA,NA,-0.17,NA,NA
2020-05-21,US,United States,Iowa,Marshall County,NA,NA,NA,-0.16,0.23,NA
2020-05-21,US,United States,Iowa,Mitchell County,NA,-0.18,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Monroe County,NA,-0.26,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Muscatine County,NA,NA,NA,-0.13,0.41,NA
2020-05-21,US,United States,Iowa,Osceola County,NA,-0.17,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Palo Alto County,NA,-0.2,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Pocahontas County,NA,-0.26,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Pottawattamie County,NA,NA,NA,-0.14,0.14,0.58
2020-05-21,US,United States,Iowa,Sac County,NA,-0.24,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Shelby County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Story County,NA,NA,NA,-0.26,-0.04,-0.58
2020-05-21,US,United States,Iowa,Taylor County,NA,-0.28,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Van Buren County,NA,-0.25,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Warren County,NA,NA,NA,-0.11,0.15,NA
2020-05-21,US,United States,Iowa,Wayne County,NA,-0.21,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Winnebago County,NA,-0.26,NA,NA,NA,NA
2020-05-21,US,United States,Iowa,Woodbury County,NA,NA,NA,-0.11,0.07,-0.12
2020-05-21,US,United States,Iowa,Wright County,NA,-0.23,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Allen County,NA,-0.24,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Atchison County,NA,-0.36,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Bourbon County,NA,-0.29,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Butler County,NA,NA,NA,0.02,0.04,NA
2020-05-21,US,United States,Kansas,Clay County,NA,-0.27,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Coffey County,0.11,-0.26,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Crawford County,NA,NA,NA,0.02,0.04,NA
2020-05-21,US,United States,Kansas,Doniphan County,NA,-0.26,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Ellis County,NA,NA,NA,-0.02,NA,NA
2020-05-21,US,United States,Kansas,Finney County,NA,NA,NA,-0.05,-0.06,NA
2020-05-21,US,United States,Kansas,Franklin County,NA,NA,NA,-0.01,-0.02,NA
2020-05-21,US,United States,Kansas,Grant County,NA,-0.2,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Harper County,NA,-0.25,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Jackson County,NA,-0.38,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Johnson County,NA,NA,NA,-0.23,-0.12,1.59
2020-05-21,US,United States,Kansas,Labette County,NA,NA,NA,-0.13,-0.02,NA
2020-05-21,US,United States,Kansas,Linn County,NA,-0.23,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Marion County,NA,-0.25,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,McPherson County,NA,NA,NA,-0.12,NA,NA
2020-05-21,US,United States,Kansas,Mitchell County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Morris County,NA,-0.31,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Neosho County,NA,NA,NA,-0.03,NA,NA
2020-05-21,US,United States,Kansas,Ottawa County,NA,-0.27,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Pottawatomie County,NA,NA,NA,0.01,-0.11,NA
2020-05-21,US,United States,Kansas,Reno County,NA,NA,NA,0.01,0.14,NA
2020-05-21,US,United States,Kansas,Riley County,NA,NA,NA,-0.2,0.01,NA
2020-05-21,US,United States,Kansas,Saline County,NA,NA,NA,-0.02,0.02,-0.51
2020-05-21,US,United States,Kansas,Sedgwick County,NA,NA,NA,-0.08,-0.01,0.4
2020-05-21,US,United States,Kansas,Shawnee County,NA,NA,NA,-0.06,0.08,0.9
2020-05-21,US,United States,Kansas,Stevens County,NA,-0.39,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Thomas County,0.12,-0.18,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Washington County,NA,-0.19,NA,NA,NA,NA
2020-05-21,US,United States,Kansas,Wyandotte County,NA,NA,NA,-0.12,-0.06,0.81
2020-05-21,US,United States,Kentucky,Adair County,NA,-0.33,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,anderson County,NA,NA,NA,0.08,NA,NA
2020-05-21,US,United States,Kentucky,Barren County,NA,NA,NA,-0.09,0.18,NA
2020-05-21,US,United States,Kentucky,Bell County,NA,NA,NA,-0.11,0.21,NA
2020-05-21,US,United States,Kentucky,Bourbon County,NA,NA,NA,-0.16,NA,NA
2020-05-21,US,United States,Kentucky,Boyle County,NA,NA,NA,-0.1,0.29,NA
2020-05-21,US,United States,Kentucky,Breathitt County,NA,-0.33,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Bullitt County,NA,NA,NA,-0.07,0.09,NA
2020-05-21,US,United States,Kentucky,Caldwell County,NA,-0.24,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Campbell County,NA,NA,NA,-0.27,0.04,-0.4
2020-05-21,US,United States,Kentucky,Carroll County,NA,NA,NA,-0.11,NA,NA
2020-05-21,US,United States,Kentucky,Casey County,NA,-0.31,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Clark County,NA,NA,NA,-0.2,0.12,NA
2020-05-21,US,United States,Kentucky,Clinton County,NA,-0.29,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Daviess County,NA,NA,NA,-0.17,0.08,0.3
2020-05-21,US,United States,Kentucky,Estill County,NA,-0.32,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Fleming County,NA,-0.32,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Franklin County,NA,NA,NA,-0.09,-0.15,NA
2020-05-21,US,United States,Kentucky,Gallatin County,NA,-0.32,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Grant County,NA,NA,NA,-0.11,NA,NA
2020-05-21,US,United States,Kentucky,Grayson County,NA,NA,NA,0.02,0.24,NA
2020-05-21,US,United States,Kentucky,Greenup County,NA,NA,NA,-0.08,0.06,NA
2020-05-21,US,United States,Kentucky,Hardin County,NA,NA,NA,-0.17,0.01,-0.43
2020-05-21,US,United States,Kentucky,Harrison County,NA,NA,NA,NA,-0.23,NA
2020-05-21,US,United States,Kentucky,Henderson County,NA,NA,NA,-0.16,0.54,NA
2020-05-21,US,United States,Kentucky,Hopkins County,NA,NA,NA,-0.07,0.04,NA
2020-05-21,US,United States,Kentucky,Jefferson County,NA,NA,NA,-0.22,0.1,0.76
2020-05-21,US,United States,Kentucky,Johnson County,NA,-0.21,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Knott County,NA,-0.34,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Larue County,NA,-0.32,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Lawrence County,NA,-0.18,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Lewis County,NA,-0.24,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Livingston County,NA,-0.21,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Lyon County,NA,-0.22,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Marion County,NA,-0.36,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Mason County,NA,NA,NA,-0.05,NA,NA
2020-05-21,US,United States,Kentucky,McCreary County,NA,-0.21,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Meade County,NA,NA,NA,-0.1,NA,NA
2020-05-21,US,United States,Kentucky,Mercer County,NA,-0.29,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Monroe County,NA,-0.27,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Morgan County,NA,-0.36,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Nelson County,NA,NA,NA,-0.15,0.03,NA
2020-05-21,US,United States,Kentucky,Ohio County,NA,NA,NA,-0.16,NA,NA
2020-05-21,US,United States,Kentucky,Owen County,NA,-0.31,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Perry County,NA,NA,NA,-0.1,-0.01,NA
2020-05-21,US,United States,Kentucky,Powell County,NA,-0.27,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Rockcastle County,NA,-0.34,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Russell County,NA,-0.3,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Shelby County,NA,NA,NA,-0.21,0.1,NA
2020-05-21,US,United States,Kentucky,Spencer County,NA,-0.39,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Todd County,NA,-0.34,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Trimble County,NA,-0.29,NA,NA,NA,NA
2020-05-21,US,United States,Kentucky,Warren County,NA,NA,NA,-0.18,0.07,-0.09
2020-05-21,US,United States,Kentucky,Wayne County,NA,NA,NA,NA,-0.14,NA
2020-05-21,US,United States,Kentucky,Whitley County,NA,NA,NA,-0.12,0.16,NA
2020-05-21,US,United States,Kentucky,Woodford County,NA,NA,NA,-0.13,0.04,NA
2020-05-21,US,United States,Louisiana,Acadia Parish,NA,NA,NA,0.05,0.37,NA
2020-05-21,US,United States,Louisiana,Ascension Parish,NA,NA,NA,-0.06,0.05,-0.58
2020-05-21,US,United States,Louisiana,Avoyelles Parish,NA,NA,NA,-0.06,0.18,NA
2020-05-21,US,United States,Louisiana,Bienville Parish,NA,-0.2,NA,NA,NA,NA
2020-05-21,US,United States,Louisiana,Caddo Parish,NA,NA,NA,-0.05,0.08,0.39
2020-05-21,US,United States,Louisiana,Caldwell Parish,NA,-0.23,NA,NA,NA,NA
2020-05-21,US,United States,Louisiana,Catahoula Parish,NA,-0.27,NA,NA,NA,NA
2020-05-21,US,United States,Louisiana,Concordia Parish,NA,-0.23,NA,NA,NA,NA
2020-05-21,US,United States,Louisiana,East Baton Rouge Parish,NA,NA,NA,-0.16,0.02,0.06
2020-05-21,US,United States,Louisiana,Evangeline Parish,NA,-0.18,NA,NA,NA,NA
2020-05-21,US,United States,Louisiana,Grant Parish,NA,-0.2,NA,NA,NA,NA
2020-05-21,US,United States,Louisiana,Iberville Parish,NA,NA,NA,NA,0.11,NA
2020-05-21,US,United States,Louisiana,Jefferson Davis Parish,NA,NA,NA,-0.01,0.06,NA
2020-05-21,US,United States,Louisiana,La Salle Parish,NA,-0.17,NA,NA,NA,NA
2020-05-21,US,United States,Louisiana,Lafourche Parish,NA,NA,NA,-0.04,0.1,-0.31
2020-05-21,US,United States,Louisiana,Livingston Parish,NA,NA,NA,0.07,0.17,-0.22
2020-05-21,US,United States,Louisiana,Morehouse Parish,NA,NA,NA,NA,0.12,NA
2020-05-21,US,United States,Louisiana,Orleans Parish,NA,NA,NA,-0.45,-0.11,-0.33
